,Equipo,Tabla,n_sim,Posición
6940,Universidad Católica,Absoluta,193,1
6941,Universidad Católica,Ponderada,193,1
6942,Iquique,Absoluta,193,18
6943,Iquique,Ponderada,193,18
6944,La Serena,Absoluta,193,13
6945,La Serena,Ponderada,193,9
6946,Coquimbo Unido,Absoluta,193,17
6947,Coquimbo Unido,Ponderada,193,10
6948,Everton,Absoluta,194,12
6949,Everton,Ponderada,194,15
6950,O'Higgins,Absoluta,194,6
6951,O'Higgins,Ponderada,194,6
6952,Antofagasta,Absoluta,194,9
6953,Antofagasta,Ponderada,194,16
6954,Audax Italiano,Absoluta,194,15
6955,Audax Italiano,Ponderada,194,12
6956,Santiago Wanderers,Absoluta,194,11
6957,Santiago Wanderers,Ponderada,194,8
6958,Huachipato,Absoluta,194,7
6959,Huachipato,Ponderada,194,7
6960,Unión Española,Absoluta,194,3
6961,Unión Española,Ponderada,194,4
6962,Curicó Unido,Absoluta,194,8
6963,Curicó Unido,Ponderada,194,14
6964,Colo-Colo,Absoluta,194,16
6965,Colo-Colo,Ponderada,194,5
6966,Unión La Calera,Absoluta,194,2
6967,Unión La Calera,Ponderada,194,2
6968,Universidad de Concepción,Absoluta,194,13
6969,Universidad de Concepción,Ponderada,194,17
6970,Palestino,Absoluta,194,4
6971,Palestino,Ponderada,194,3
6972,Universidad de Chile,Absoluta,194,5
6973,Universidad de Chile,Ponderada,194,13
6974,Cobresal,Absoluta,194,10
6975,Cobresal,Ponderada,194,11
6976,Universidad Católica,Absoluta,194,1
6977,Universidad Católica,Ponderada,194,1
6978,Iquique,Absoluta,194,18
6979,Iquique,Ponderada,194,18
6980,La Serena,Absoluta,194,14
6981,La Serena,Ponderada,194,9
6982,Coquimbo Unido,Absoluta,194,17
6983,Coquimbo Unido,Ponderada,194,10
6984,Everton,Absoluta,195,10
6985,Everton,Ponderada,195,12
6986,O'Higgins,Absoluta,195,12
6987,O'Higgins,Ponderada,195,8
6988,Antofagasta,Absoluta,195,5
6989,Antofagasta,Ponderada,195,15
6990,Audax Italiano,Absoluta,195,13
6991,Audax Italiano,Ponderada,195,9
6992,Santiago Wanderers,Absoluta,195,11
6993,Santiago Wanderers,Ponderada,195,6
6994,Huachipato,Absoluta,195,7
6995,Huachipato,Ponderada,195,7
6996,Unión Española,Absoluta,195,4
6997,Unión Española,Ponderada,195,4
6998,Curicó Unido,Absoluta,195,9
6999,Curicó Unido,Ponderada,195,14
7000,Colo-Colo,Absoluta,195,15
7001,Colo-Colo,Ponderada,195,5
7002,Unión La Calera,Absoluta,195,2
7003,Unión La Calera,Ponderada,195,2
7004,Universidad de Concepción,Absoluta,195,14
7005,Universidad de Concepción,Ponderada,195,18
7006,Palestino,Absoluta,195,6
7007,Palestino,Ponderada,195,3
7008,Universidad de Chile,Absoluta,195,3
7009,Universidad de Chile,Ponderada,195,13
7010,Cobresal,Absoluta,195,8
7011,Cobresal,Ponderada,195,10
7012,Universidad Católica,Absoluta,195,1
7013,Universidad Católica,Ponderada,195,1
7014,Iquique,Absoluta,195,17
7015,Iquique,Ponderada,195,17
7016,La Serena,Absoluta,195,16
7017,La Serena,Ponderada,195,16
7018,Coquimbo Unido,Absoluta,195,18
7019,Coquimbo Unido,Ponderada,195,11
7020,Everton,Absoluta,196,14
7021,Everton,Ponderada,196,16
7022,O'Higgins,Absoluta,196,9
7023,O'Higgins,Ponderada,196,6
7024,Antofagasta,Absoluta,196,6
7025,Antofagasta,Ponderada,196,15
7026,Audax Italiano,Absoluta,196,13
7027,Audax Italiano,Ponderada,196,10
7028,Santiago Wanderers,Absoluta,196,12
7029,Santiago Wanderers,Ponderada,196,9
7030,Huachipato,Absoluta,196,8
7031,Huachipato,Ponderada,196,7
7032,Unión Española,Absoluta,196,5
7033,Unión Española,Ponderada,196,4
7034,Curicó Unido,Absoluta,196,7
7035,Curicó Unido,Ponderada,196,14
7036,Colo-Colo,Absoluta,196,18
7037,Colo-Colo,Ponderada,196,8
7038,Unión La Calera,Absoluta,196,1
7039,Unión La Calera,Ponderada,196,2
7040,Universidad de Concepción,Absoluta,196,15
7041,Universidad de Concepción,Ponderada,196,18
7042,Palestino,Absoluta,196,4
7043,Palestino,Ponderada,196,3
7044,Universidad de Chile,Absoluta,196,3
7045,Universidad de Chile,Ponderada,196,13
7046,Cobresal,Absoluta,196,10
7047,Cobresal,Ponderada,196,12
7048,Universidad Católica,Absoluta,196,2
7049,Universidad Católica,Ponderada,196,1
7050,Iquique,Absoluta,196,16
7051,Iquique,Ponderada,196,17
7052,La Serena,Absoluta,196,11
7053,La Serena,Ponderada,196,5
7054,Coquimbo Unido,Absoluta,196,17
7055,Coquimbo Unido,Ponderada,196,11
7056,Everton,Absoluta,197,6
7057,Everton,Ponderada,197,12
7058,O'Higgins,Absoluta,197,8
7059,O'Higgins,Ponderada,197,6
7060,Antofagasta,Absoluta,197,5
7061,Antofagasta,Ponderada,197,13
7062,Audax Italiano,Absoluta,197,14
7063,Audax Italiano,Ponderada,197,9
7064,Santiago Wanderers,Absoluta,197,13
7065,Santiago Wanderers,Ponderada,197,7
7066,Huachipato,Absoluta,197,10
7067,Huachipato,Ponderada,197,8
7068,Unión Española,Absoluta,197,3
7069,Unión Española,Ponderada,197,3
7070,Curicó Unido,Absoluta,197,7
7071,Curicó Unido,Ponderada,197,14
7072,Colo-Colo,Absoluta,197,16
7073,Colo-Colo,Ponderada,197,5
7074,Unión La Calera,Absoluta,197,2
7075,Unión La Calera,Ponderada,197,2
7076,Universidad de Concepción,Absoluta,197,12
7077,Universidad de Concepción,Ponderada,197,17
7078,Palestino,Absoluta,197,4
7079,Palestino,Ponderada,197,4
7080,Universidad de Chile,Absoluta,197,9
7081,Universidad de Chile,Ponderada,197,16
7082,Cobresal,Absoluta,197,11
7083,Cobresal,Ponderada,197,11
7084,Universidad Católica,Absoluta,197,1
7085,Universidad Católica,Ponderada,197,1
7086,Iquique,Absoluta,197,18
7087,Iquique,Ponderada,197,18
7088,La Serena,Absoluta,197,15
7089,La Serena,Ponderada,197,15
7090,Coquimbo Unido,Absoluta,197,17
7091,Coquimbo Unido,Ponderada,197,10
7092,Everton,Absoluta,198,11
7093,Everton,Ponderada,198,15
7094,O'Higgins,Absoluta,198,7
7095,O'Higgins,Ponderada,198,6
7096,Antofagasta,Absoluta,198,10
7097,Antofagasta,Ponderada,198,16
7098,Audax Italiano,Absoluta,198,13
7099,Audax Italiano,Ponderada,198,9
7100,Santiago Wanderers,Absoluta,198,9
7101,Santiago Wanderers,Ponderada,198,5
7102,Huachipato,Absoluta,198,6
7103,Huachipato,Ponderada,198,7
7104,Unión Española,Absoluta,198,3
7105,Unión Española,Ponderada,198,4
7106,Curicó Unido,Absoluta,198,8
7107,Curicó Unido,Ponderada,198,13
7108,Colo-Colo,Absoluta,198,17
7109,Colo-Colo,Ponderada,198,8
7110,Unión La Calera,Absoluta,198,2
7111,Unión La Calera,Ponderada,198,2
7112,Universidad de Concepción,Absoluta,198,15
7113,Universidad de Concepción,Ponderada,198,18
7114,Palestino,Absoluta,198,5
7115,Palestino,Ponderada,198,3
7116,Universidad de Chile,Absoluta,198,4
7117,Universidad de Chile,Ponderada,198,12
7118,Cobresal,Absoluta,198,12
7119,Cobresal,Ponderada,198,11
7120,Universidad Católica,Absoluta,198,1
7121,Universidad Católica,Ponderada,198,1
7122,Iquique,Absoluta,198,14
7123,Iquique,Ponderada,198,17
7124,La Serena,Absoluta,198,16
7125,La Serena,Ponderada,198,14
7126,Coquimbo Unido,Absoluta,198,18
7127,Coquimbo Unido,Ponderada,198,10
7128,Everton,Absoluta,199,6
7129,Everton,Ponderada,199,11
7130,O'Higgins,Absoluta,199,10
7131,O'Higgins,Ponderada,199,6
7132,Antofagasta,Absoluta,199,7
7133,Antofagasta,Ponderada,199,14
7134,Audax Italiano,Absoluta,199,11
7135,Audax Italiano,Ponderada,199,7
7136,Santiago Wanderers,Absoluta,199,14
7137,Santiago Wanderers,Ponderada,199,8
7138,Huachipato,Absoluta,199,12
7139,Huachipato,Ponderada,199,9
7140,Unión Española,Absoluta,199,3
7141,Unión Española,Ponderada,199,3
7142,Curicó Unido,Absoluta,199,4
7143,Curicó Unido,Ponderada,199,13
7144,Colo-Colo,Absoluta,199,16
7145,Colo-Colo,Ponderada,199,5
7146,Unión La Calera,Absoluta,199,2
7147,Unión La Calera,Ponderada,199,2
7148,Universidad de Concepción,Absoluta,199,9
7149,Universidad de Concepción,Ponderada,199,17
7150,Palestino,Absoluta,199,8
7151,Palestino,Ponderada,199,4
7152,Universidad de Chile,Absoluta,199,5
7153,Universidad de Chile,Ponderada,199,15
7154,Cobresal,Absoluta,199,13
7155,Cobresal,Ponderada,199,10
7156,Universidad Católica,Absoluta,199,1
7157,Universidad Católica,Ponderada,199,1
7158,Iquique,Absoluta,199,15
7159,Iquique,Ponderada,199,18
7160,La Serena,Absoluta,199,17
7161,La Serena,Ponderada,199,16
7162,Coquimbo Unido,Absoluta,199,18
7163,Coquimbo Unido,Ponderada,199,12
7164,Everton,Absoluta,200,5
7165,Everton,Ponderada,200,12
7166,O'Higgins,Absoluta,200,12
7167,O'Higgins,Ponderada,200,8
7168,Antofagasta,Absoluta,200,11
7169,Antofagasta,Ponderada,200,14
7170,Audax Italiano,Absoluta,200,13
7171,Audax Italiano,Ponderada,200,11
7172,Santiago Wanderers,Absoluta,200,10
7173,Santiago Wanderers,Ponderada,200,5
7174,Huachipato,Absoluta,200,9
7175,Huachipato,Ponderada,200,7
7176,Unión Española,Absoluta,200,3
7177,Unión Española,Ponderada,200,4
7178,Curicó Unido,Absoluta,200,6
7179,Curicó Unido,Ponderada,200,13
7180,Colo-Colo,Absoluta,200,15
7181,Colo-Colo,Ponderada,200,6
7182,Unión La Calera,Absoluta,200,2
7183,Unión La Calera,Ponderada,200,2
7184,Universidad de Concepción,Absoluta,200,14
7185,Universidad de Concepción,Ponderada,200,17
7186,Palestino,Absoluta,200,4
7187,Palestino,Ponderada,200,3
7188,Universidad de Chile,Absoluta,200,7
7189,Universidad de Chile,Ponderada,200,16
7190,Cobresal,Absoluta,200,8
7191,Cobresal,Ponderada,200,9
7192,Universidad Católica,Absoluta,200,1
7193,Universidad Católica,Ponderada,200,1
7194,Iquique,Absoluta,200,18
7195,Iquique,Ponderada,200,18
7196,La Serena,Absoluta,200,16
7197,La Serena,Ponderada,200,15
7198,Coquimbo Unido,Absoluta,200,17
7199,Coquimbo Unido,Ponderada,200,10
7200,Everton,Absoluta,201,12
7201,Everton,Ponderada,201,15
7202,O'Higgins,Absoluta,201,9
7203,O'Higgins,Ponderada,201,5
7204,Antofagasta,Absoluta,201,4
7205,Antofagasta,Ponderada,201,12
7206,Audax Italiano,Absoluta,201,14
7207,Audax Italiano,Ponderada,201,11
7208,Santiago Wanderers,Absoluta,201,11
7209,Santiago Wanderers,Ponderada,201,7
7210,Huachipato,Absoluta,201,10
7211,Huachipato,Ponderada,201,8
7212,Unión Española,Absoluta,201,3
7213,Unión Española,Ponderada,201,4
7214,Curicó Unido,Absoluta,201,8
7215,Curicó Unido,Ponderada,201,13
7216,Colo-Colo,Absoluta,201,18
7217,Colo-Colo,Ponderada,201,6
7218,Unión La Calera,Absoluta,201,2
7219,Unión La Calera,Ponderada,201,2
7220,Universidad de Concepción,Absoluta,201,13
7221,Universidad de Concepción,Ponderada,201,17
7222,Palestino,Absoluta,201,6
7223,Palestino,Ponderada,201,3
7224,Universidad de Chile,Absoluta,201,5
7225,Universidad de Chile,Ponderada,201,14
7226,Cobresal,Absoluta,201,7
7227,Cobresal,Ponderada,201,9
7228,Universidad Católica,Absoluta,201,1
7229,Universidad Católica,Ponderada,201,1
7230,Iquique,Absoluta,201,17
7231,Iquique,Ponderada,201,18
7232,La Serena,Absoluta,201,15
7233,La Serena,Ponderada,201,16
7234,Coquimbo Unido,Absoluta,201,16
7235,Coquimbo Unido,Ponderada,201,10
7236,Everton,Absoluta,202,12
7237,Everton,Ponderada,202,15
7238,O'Higgins,Absoluta,202,9
7239,O'Higgins,Ponderada,202,8
7240,Antofagasta,Absoluta,202,5
7241,Antofagasta,Ponderada,202,13
7242,Audax Italiano,Absoluta,202,15
7243,Audax Italiano,Ponderada,202,11
7244,Santiago Wanderers,Absoluta,202,7
7245,Santiago Wanderers,Ponderada,202,5
7246,Huachipato,Absoluta,202,6
7247,Huachipato,Ponderada,202,6
7248,Unión Española,Absoluta,202,3
7249,Unión Española,Ponderada,202,3
7250,Curicó Unido,Absoluta,202,11
7251,Curicó Unido,Ponderada,202,16
7252,Colo-Colo,Absoluta,202,17
7253,Colo-Colo,Ponderada,202,7
7254,Unión La Calera,Absoluta,202,2
7255,Unión La Calera,Ponderada,202,2
7256,Universidad de Concepción,Absoluta,202,13
7257,Universidad de Concepción,Ponderada,202,17
7258,Palestino,Absoluta,202,8
7259,Palestino,Ponderada,202,4
7260,Universidad de Chile,Absoluta,202,4
7261,Universidad de Chile,Ponderada,202,14
7262,Cobresal,Absoluta,202,10
7263,Cobresal,Ponderada,202,12
7264,Universidad Católica,Absoluta,202,1
7265,Universidad Católica,Ponderada,202,1
7266,Iquique,Absoluta,202,18
7267,Iquique,Ponderada,202,18
7268,La Serena,Absoluta,202,14
7269,La Serena,Ponderada,202,10
7270,Coquimbo Unido,Absoluta,202,16
7271,Coquimbo Unido,Ponderada,202,9
7272,Everton,Absoluta,203,7
7273,Everton,Ponderada,203,14
7274,O'Higgins,Absoluta,203,10
7275,O'Higgins,Ponderada,203,6
7276,Antofagasta,Absoluta,203,8
7277,Antofagasta,Ponderada,203,15
7278,Audax Italiano,Absoluta,203,14
7279,Audax Italiano,Ponderada,203,9
7280,Santiago Wanderers,Absoluta,203,13
7281,Santiago Wanderers,Ponderada,203,11
7282,Huachipato,Absoluta,203,9
7283,Huachipato,Ponderada,203,7
7284,Unión Española,Absoluta,203,3
7285,Unión Española,Ponderada,203,3
7286,Curicó Unido,Absoluta,203,5
7287,Curicó Unido,Ponderada,203,12
7288,Colo-Colo,Absoluta,203,17
7289,Colo-Colo,Ponderada,203,5
7290,Unión La Calera,Absoluta,203,2
7291,Unión La Calera,Ponderada,203,2
7292,Universidad de Concepción,Absoluta,203,12
7293,Universidad de Concepción,Ponderada,203,18
7294,Palestino,Absoluta,203,4
7295,Palestino,Ponderada,203,4
7296,Universidad de Chile,Absoluta,203,6
7297,Universidad de Chile,Ponderada,203,16
7298,Cobresal,Absoluta,203,11
7299,Cobresal,Ponderada,203,10
7300,Universidad Católica,Absoluta,203,1
7301,Universidad Católica,Ponderada,203,1
7302,Iquique,Absoluta,203,15
7303,Iquique,Ponderada,203,17
7304,La Serena,Absoluta,203,16
7305,La Serena,Ponderada,203,13
7306,Coquimbo Unido,Absoluta,203,18
7307,Coquimbo Unido,Ponderada,203,8
7308,Everton,Absoluta,204,12
7309,Everton,Ponderada,204,16
7310,O'Higgins,Absoluta,204,10
7311,O'Higgins,Ponderada,204,8
7312,Antofagasta,Absoluta,204,7
7313,Antofagasta,Ponderada,204,12
7314,Audax Italiano,Absoluta,204,13
7315,Audax Italiano,Ponderada,204,9
7316,Santiago Wanderers,Absoluta,204,8
7317,Santiago Wanderers,Ponderada,204,6
7318,Huachipato,Absoluta,204,5
7319,Huachipato,Ponderada,204,7
7320,Unión Española,Absoluta,204,4
7321,Unión Española,Ponderada,204,4
7322,Curicó Unido,Absoluta,204,9
7323,Curicó Unido,Ponderada,204,15
7324,Colo-Colo,Absoluta,204,15
7325,Colo-Colo,Ponderada,204,5
7326,Unión La Calera,Absoluta,204,2
7327,Unión La Calera,Ponderada,204,2
7328,Universidad de Concepción,Absoluta,204,11
7329,Universidad de Concepción,Ponderada,204,18
7330,Palestino,Absoluta,204,3
7331,Palestino,Ponderada,204,3
7332,Universidad de Chile,Absoluta,204,6
7333,Universidad de Chile,Ponderada,204,13
7334,Cobresal,Absoluta,204,14
7335,Cobresal,Ponderada,204,11
7336,Universidad Católica,Absoluta,204,1
7337,Universidad Católica,Ponderada,204,1
7338,Iquique,Absoluta,204,16
7339,Iquique,Ponderada,204,17
7340,La Serena,Absoluta,204,17
7341,La Serena,Ponderada,204,14
7342,Coquimbo Unido,Absoluta,204,18
7343,Coquimbo Unido,Ponderada,204,10
7344,Everton,Absoluta,205,10
7345,Everton,Ponderada,205,14
7346,O'Higgins,Absoluta,205,12
7347,O'Higgins,Ponderada,205,8
7348,Antofagasta,Absoluta,205,9
7349,Antofagasta,Ponderada,205,16
7350,Audax Italiano,Absoluta,205,13
7351,Audax Italiano,Ponderada,205,10
7352,Santiago Wanderers,Absoluta,205,11
7353,Santiago Wanderers,Ponderada,205,7
7354,Huachipato,Absoluta,205,4
7355,Huachipato,Ponderada,205,5
7356,Unión Española,Absoluta,205,3
7357,Unión Española,Ponderada,205,3
7358,Curicó Unido,Absoluta,205,7
7359,Curicó Unido,Ponderada,205,12
7360,Colo-Colo,Absoluta,205,17
7361,Colo-Colo,Ponderada,205,6
7362,Unión La Calera,Absoluta,205,2
7363,Unión La Calera,Ponderada,205,2
7364,Universidad de Concepción,Absoluta,205,15
7365,Universidad de Concepción,Ponderada,205,18
7366,Palestino,Absoluta,205,6
7367,Palestino,Ponderada,205,4
7368,Universidad de Chile,Absoluta,205,5
7369,Universidad de Chile,Ponderada,205,15
7370,Cobresal,Absoluta,205,8
7371,Cobresal,Ponderada,205,9
7372,Universidad Católica,Absoluta,205,1
7373,Universidad Católica,Ponderada,205,1
7374,Iquique,Absoluta,205,16
7375,Iquique,Ponderada,205,17
7376,La Serena,Absoluta,205,14
7377,La Serena,Ponderada,205,11
7378,Coquimbo Unido,Absoluta,205,18
7379,Coquimbo Unido,Ponderada,205,13
7380,Everton,Absoluta,206,11
7381,Everton,Ponderada,206,14
7382,O'Higgins,Absoluta,206,9
7383,O'Higgins,Ponderada,206,9
7384,Antofagasta,Absoluta,206,6
7385,Antofagasta,Ponderada,206,13
7386,Audax Italiano,Absoluta,206,12
7387,Audax Italiano,Ponderada,206,10
7388,Santiago Wanderers,Absoluta,206,8
7389,Santiago Wanderers,Ponderada,206,5
7390,Huachipato,Absoluta,206,4
7391,Huachipato,Ponderada,206,6
7392,Unión Española,Absoluta,206,3
7393,Unión Española,Ponderada,206,3
7394,Curicó Unido,Absoluta,206,5
7395,Curicó Unido,Ponderada,206,11
7396,Colo-Colo,Absoluta,206,16
7397,Colo-Colo,Ponderada,206,7
7398,Unión La Calera,Absoluta,206,2
7399,Unión La Calera,Ponderada,206,2
7400,Universidad de Concepción,Absoluta,206,15
7401,Universidad de Concepción,Ponderada,206,18
7402,Palestino,Absoluta,206,7
7403,Palestino,Ponderada,206,4
7404,Universidad de Chile,Absoluta,206,10
7405,Universidad de Chile,Ponderada,206,15
7406,Cobresal,Absoluta,206,13
7407,Cobresal,Ponderada,206,12
7408,Universidad Católica,Absoluta,206,1
7409,Universidad Católica,Ponderada,206,1
7410,Iquique,Absoluta,206,17
7411,Iquique,Ponderada,206,17
7412,La Serena,Absoluta,206,18
7413,La Serena,Ponderada,206,16
7414,Coquimbo Unido,Absoluta,206,14
7415,Coquimbo Unido,Ponderada,206,8
7416,Everton,Absoluta,207,10
7417,Everton,Ponderada,207,12
7418,O'Higgins,Absoluta,207,12
7419,O'Higgins,Ponderada,207,8
7420,Antofagasta,Absoluta,207,7
7421,Antofagasta,Ponderada,207,14
7422,Audax Italiano,Absoluta,207,13
7423,Audax Italiano,Ponderada,207,10
7424,Santiago Wanderers,Absoluta,207,11
7425,Santiago Wanderers,Ponderada,207,5
7426,Huachipato,Absoluta,207,9
7427,Huachipato,Ponderada,207,7
7428,Unión Española,Absoluta,207,3
7429,Unión Española,Ponderada,207,3
7430,Curicó Unido,Absoluta,207,4
7431,Curicó Unido,Ponderada,207,11
7432,Colo-Colo,Absoluta,207,16
7433,Colo-Colo,Ponderada,207,6
7434,Unión La Calera,Absoluta,207,2
7435,Unión La Calera,Ponderada,207,2
7436,Universidad de Concepción,Absoluta,207,14
7437,Universidad de Concepción,Ponderada,207,18
7438,Palestino,Absoluta,207,5
7439,Palestino,Ponderada,207,4
7440,Universidad de Chile,Absoluta,207,6
7441,Universidad de Chile,Ponderada,207,15
7442,Cobresal,Absoluta,207,8
7443,Cobresal,Ponderada,207,9
7444,Universidad Católica,Absoluta,207,1
7445,Universidad Católica,Ponderada,207,1
7446,Iquique,Absoluta,207,15
7447,Iquique,Ponderada,207,17
7448,La Serena,Absoluta,207,17
7449,La Serena,Ponderada,207,16
7450,Coquimbo Unido,Absoluta,207,18
7451,Coquimbo Unido,Ponderada,207,13
7452,Everton,Absoluta,208,12
7453,Everton,Ponderada,208,14
7454,O'Higgins,Absoluta,208,6
7455,O'Higgins,Ponderada,208,6
7456,Antofagasta,Absoluta,208,7
7457,Antofagasta,Ponderada,208,13
7458,Audax Italiano,Absoluta,208,15
7459,Audax Italiano,Ponderada,208,10
7460,Santiago Wanderers,Absoluta,208,9
7461,Santiago Wanderers,Ponderada,208,7
7462,Huachipato,Absoluta,208,8
7463,Huachipato,Ponderada,208,8
7464,Unión Española,Absoluta,208,3
7465,Unión Española,Ponderada,208,3
7466,Curicó Unido,Absoluta,208,10
7467,Curicó Unido,Ponderada,208,16
7468,Colo-Colo,Absoluta,208,17
7469,Colo-Colo,Ponderada,208,5
7470,Unión La Calera,Absoluta,208,2
7471,Unión La Calera,Ponderada,208,2
7472,Universidad de Concepción,Absoluta,208,13
7473,Universidad de Concepción,Ponderada,208,18
7474,Palestino,Absoluta,208,5
7475,Palestino,Ponderada,208,4
7476,Universidad de Chile,Absoluta,208,4
7477,Universidad de Chile,Ponderada,208,11
7478,Cobresal,Absoluta,208,11
7479,Cobresal,Ponderada,208,12
7480,Universidad Católica,Absoluta,208,1
7481,Universidad Católica,Ponderada,208,1
7482,Iquique,Absoluta,208,14
7483,Iquique,Ponderada,208,17
7484,La Serena,Absoluta,208,16
7485,La Serena,Ponderada,208,15
7486,Coquimbo Unido,Absoluta,208,18
7487,Coquimbo Unido,Ponderada,208,9
7488,Everton,Absoluta,209,7
7489,Everton,Ponderada,209,12
7490,O'Higgins,Absoluta,209,13
7491,O'Higgins,Ponderada,209,10
7492,Antofagasta,Absoluta,209,9
7493,Antofagasta,Ponderada,209,16
7494,Audax Italiano,Absoluta,209,11
7495,Audax Italiano,Ponderada,209,7
7496,Santiago Wanderers,Absoluta,209,12
7497,Santiago Wanderers,Ponderada,209,9
7498,Huachipato,Absoluta,209,10
7499,Huachipato,Ponderada,209,6
7500,Unión Española,Absoluta,209,4
7501,Unión Española,Ponderada,209,4
7502,Curicó Unido,Absoluta,209,8
7503,Curicó Unido,Ponderada,209,14
7504,Colo-Colo,Absoluta,209,15
7505,Colo-Colo,Ponderada,209,5
7506,Unión La Calera,Absoluta,209,1
7507,Unión La Calera,Ponderada,209,2
7508,Universidad de Concepción,Absoluta,209,16
7509,Universidad de Concepción,Ponderada,209,18
7510,Palestino,Absoluta,209,6
7511,Palestino,Ponderada,209,3
7512,Universidad de Chile,Absoluta,209,3
7513,Universidad de Chile,Ponderada,209,15
7514,Cobresal,Absoluta,209,5
7515,Cobresal,Ponderada,209,8
7516,Universidad Católica,Absoluta,209,2
7517,Universidad Católica,Ponderada,209,1
7518,Iquique,Absoluta,209,17
7519,Iquique,Ponderada,209,17
7520,La Serena,Absoluta,209,14
7521,La Serena,Ponderada,209,11
7522,Coquimbo Unido,Absoluta,209,18
7523,Coquimbo Unido,Ponderada,209,13
7524,Everton,Absoluta,210,11
7525,Everton,Ponderada,210,14
7526,O'Higgins,Absoluta,210,10
7527,O'Higgins,Ponderada,210,8
7528,Antofagasta,Absoluta,210,7
7529,Antofagasta,Ponderada,210,15
